List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,73.3%,73.3%
r10,20.0%,20.0%
r21,100.0%,0.0%
r34,68.6%,62.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,20.0%,40.0%
r13,60.0%,54.3%
r6,51.4%,40.0%
r29,11.5%,86.5%
r3,6.7%,13.3%
r24,2.5%,10.0%
r32,0.0%,100.0%
r16,40.0%,20.0%
r28,42.2%,24.4%
r25,80.0%,80.0%
r23,22.2%,0.0%
r18,26.7%,3.3%
r11,22.2%,31.1%
r27,96.0%,4.0%
r5,25.0%,37.5%
r17,10.0%,26.7%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,20.0%,96.7%
r30,3.3%,46.7%
r22,4.8%,4.8%
r26,60.0%,0.0%
r9,0.0%,0.0%
r14,51.1%,40.0%
r2,52.5%,42.5%
r20,22.5%,22.5%
r15,0.0%,86.7%
Total,35.4%,44.5%
