List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,100.0%,100.0%
r34,22.9%,22.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,6.7%
r13,40.0%,40.0%
r6,0.0%,42.9%
r29,36.5%,42.3%
r3,20.0%,0.0%
r24,7.5%,7.5%
r32,96.7%,96.7%
r16,30.0%,23.3%
r28,42.2%,33.3%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,6.7%,6.7%
r11,31.1%,24.4%
r27,4.0%,4.0%
r5,40.0%,40.0%
r17,10.0%,6.7%
r19,0.0%,100.0%
r8,3.3%,3.3%
r1,70.0%,70.0%
r30,6.7%,0.0%
r22,7.1%,2.4%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,20.0%,22.2%
r2,30.0%,30.0%
r20,47.5%,0.0%
r15,0.0%,50.0%
Total,33.2%,35.1%
