List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,73.3%,73.3%
r10,0.0%,0.0%
r21,0.0%,100.0%
r34,45.7%,45.7%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,10.0%
r13,48.6%,40.0%
r6,42.9%,51.4%
r29,40.4%,9.6%
r3,6.7%,6.7%
r24,5.0%,15.0%
r32,100.0%,96.7%
r16,10.0%,40.0%
r28,57.8%,42.2%
r25,80.0%,80.0%
r23,16.7%,5.6%
r18,26.7%,13.3%
r11,48.9%,73.3%
r27,96.0%,4.0%
r5,45.0%,2.5%
r17,13.3%,26.7%
r19,0.0%,100.0%
r8,80.0%,3.3%
r1,70.0%,70.0%
r30,23.3%,0.0%
r22,0.0%,14.3%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,28.9%,46.7%
r2,42.5%,52.5%
r20,20.0%,22.5%
r15,76.7%,76.7%
Total,44.7%,40.3%
