List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,26.7%,73.3%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,22.9%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,54.3%,54.3%
r6,42.9%,91.4%
r29,17.3%,46.2%
r3,20.0%,13.3%
r24,15.0%,2.5%
r32,100.0%,100.0%
r16,36.7%,36.7%
r28,75.6%,24.4%
r25,80.0%,80.0%
r23,5.6%,5.6%
r18,26.7%,3.3%
r11,42.2%,31.1%
r27,96.0%,96.0%
r5,25.0%,12.5%
r17,6.7%,30.0%
r19,100.0%,0.0%
r8,80.0%,80.0%
r1,80.0%,76.7%
r30,0.0%,20.0%
r22,2.4%,2.4%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,46.7%,22.2%
r2,45.0%,45.0%
r20,5.0%,72.5%
r15,90.0%,3.3%
Total,44.5%,39.1%
