List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,57.1%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,0.0%,40.0%
r13,48.6%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,17.5%,7.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,33.3%
r25,13.3%,30.0%
r23,0.0%,0.0%
r18,23.3%,30.0%
r11,11.1%,11.1%
r27,96.0%,96.0%
r5,0.0%,7.5%
r17,0.0%,53.3%
r19,100.0%,0.0%
r8,93.3%,90.0%
r1,6.7%,76.7%
r30,6.7%,33.3%
r22,4.8%,7.1%
r26,20.0%,6.7%
r9,4.5%,0.0%
r14,64.4%,0.0%
r2,45.0%,45.0%
r20,0.0%,30.0%
r15,26.7%,0.0%
Total,30.9%,34.4%
