List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,100.0%,75.0%
r34,37.1%,37.1%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,23.3%,23.3%
r13,51.4%,51.4%
r6,77.1%,97.1%
r29,90.4%,90.4%
r3,20.0%,20.0%
r24,17.5%,15.0%
r32,100.0%,100.0%
r16,40.0%,40.0%
r28,57.8%,100.0%
r25,83.3%,83.3%
r23,11.1%,27.8%
r18,13.3%,6.7%
r11,73.3%,22.2%
r27,100.0%,0.0%
r5,15.0%,42.5%
r17,16.7%,20.0%
r19,0.0%,0.0%
r8,3.3%,0.0%
r1,70.0%,16.7%
r30,20.0%,0.0%
r22,9.5%,0.0%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,48.9%,46.7%
r2,42.5%,50.0%
r20,75.0%,20.0%
r15,70.0%,70.0%
Total,50.4%,45.0%
