List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,100.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,31.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,50.0%
r13,31.4%,42.9%
r6,2.9%,91.4%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,5.0%,30.0%
r32,100.0%,100.0%
r16,60.0%,26.7%
r28,75.6%,24.4%
r25,30.0%,40.0%
r23,0.0%,5.6%
r18,3.3%,6.7%
r11,24.4%,24.4%
r27,96.0%,0.0%
r5,5.0%,17.5%
r17,0.0%,3.3%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,70.0%,73.3%
r30,26.7%,36.7%
r22,0.0%,0.0%
r26,26.7%,40.0%
r9,0.0%,27.3%
r14,46.7%,35.6%
r2,45.0%,2.5%
r20,20.0%,15.0%
r15,13.3%,0.0%
Total,32.8%,32.6%
