List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,22.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,43.3%
r13,94.3%,94.3%
r6,40.0%,51.4%
r29,100.0%,0.0%
r3,6.7%,6.7%
r24,27.5%,15.0%
r32,100.0%,100.0%
r16,23.3%,46.7%
r28,75.6%,75.6%
r25,76.7%,76.7%
r23,16.7%,5.6%
r18,36.7%,6.7%
r11,0.0%,73.3%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,26.7%,36.7%
r19,82.4%,0.0%
r8,36.7%,36.7%
r1,96.7%,96.7%
r30,3.3%,3.3%
r22,11.9%,9.5%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,28.9%,4.4%
r2,95.0%,60.0%
r20,72.5%,20.0%
r15,20.0%,0.0%
Total,50.0%,39.5%
