List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,23.3%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,25.7%,40.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,0.0%
r6,94.3%,91.4%
r29,46.2%,9.6%
r3,20.0%,6.7%
r24,15.0%,2.5%
r32,96.7%,96.7%
r16,36.7%,16.7%
r28,100.0%,24.4%
r25,6.7%,83.3%
r23,16.7%,16.7%
r18,6.7%,23.3%
r11,22.2%,48.9%
r27,96.0%,96.0%
r5,17.5%,42.5%
r17,0.0%,26.7%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,0.0%,70.0%
r30,3.3%,3.3%
r22,11.9%,4.8%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,37.8%,44.4%
r2,30.0%,25.0%
r20,47.5%,47.5%
r15,80.0%,16.7%
Total,40.8%,36.1%
