List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,100.0%,0.0%
r34,34.3%,11.4%
r4,10.0%,0.0%
r33,14.3%,100.0%
r12,6.7%,40.0%
r13,40.0%,40.0%
r6,0.0%,42.9%
r29,69.2%,36.5%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,33.3%,30.0%
r28,24.4%,24.4%
r25,83.3%,6.7%
r23,5.6%,11.1%
r18,6.7%,6.7%
r11,22.2%,24.4%
r27,4.0%,4.0%
r5,42.5%,2.5%
r17,3.3%,3.3%
r19,100.0%,100.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,3.3%,0.0%
r22,2.4%,9.5%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,20.0%,20.0%
r2,30.0%,30.0%
r20,27.5%,20.0%
r15,50.0%,66.7%
Total,33.6%,34.5%
