List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,75.0%
r34,60.0%,60.0%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,37.1%,40.0%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,0.0%,80.0%
r24,2.5%,15.0%
r32,0.0%,100.0%
r16,26.7%,10.0%
r28,0.0%,57.8%
r25,6.7%,10.0%
r23,0.0%,11.1%
r18,6.7%,23.3%
r11,2.2%,4.4%
r27,100.0%,100.0%
r5,25.0%,27.5%
r17,60.0%,10.0%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,73.3%,3.3%
r30,0.0%,0.0%
r22,14.3%,2.4%
r26,13.3%,13.3%
r9,18.2%,0.0%
r14,60.0%,62.2%
r2,50.0%,52.5%
r20,22.5%,17.5%
r15,0.0%,0.0%
Total,33.5%,30.3%
