List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,76.7%,76.7%
r10,80.0%,40.0%
r21,0.0%,75.0%
r34,80.0%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,32.7%,57.7%
r3,20.0%,20.0%
r24,7.5%,10.0%
r32,0.0%,100.0%
r16,50.0%,50.0%
r28,0.0%,100.0%
r25,83.3%,83.3%
r23,22.2%,44.4%
r18,13.3%,3.3%
r11,31.1%,73.3%
r27,96.0%,96.0%
r5,7.5%,55.0%
r17,43.3%,13.3%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,0.0%,0.0%
r30,0.0%,0.0%
r22,21.4%,2.4%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,68.9%,8.9%
r2,10.0%,60.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,41.4%,51.3%
