List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,14.3%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,36.7%,3.3%
r13,45.7%,14.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,30.0%,2.5%
r32,100.0%,100.0%
r16,76.7%,60.0%
r28,0.0%,24.4%
r25,46.7%,53.3%
r23,0.0%,0.0%
r18,3.3%,16.7%
r11,24.4%,15.6%
r27,0.0%,0.0%
r5,0.0%,0.0%
r17,0.0%,6.7%
r19,0.0%,100.0%
r8,90.0%,93.3%
r1,43.3%,23.3%
r30,13.3%,10.0%
r22,2.4%,11.9%
r26,6.7%,0.0%
r9,13.6%,13.6%
r14,64.4%,57.8%
r2,25.0%,30.0%
r20,32.5%,45.0%
r15,16.7%,26.7%
Total,30.1%,31.9%
