List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,76.7%
r10,0.0%,60.0%
r21,0.0%,25.0%
r34,57.1%,14.3%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,10.0%
r13,94.3%,94.3%
r6,91.4%,97.1%
r29,0.0%,100.0%
r3,6.7%,13.3%
r24,17.5%,15.0%
r32,0.0%,0.0%
r16,46.7%,33.3%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,20.0%,10.0%
r11,2.2%,2.2%
r27,96.0%,0.0%
r5,55.0%,25.0%
r17,10.0%,13.3%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,0.0%,96.7%
r30,16.7%,0.0%
r22,7.1%,16.7%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,57.8%,6.7%
r2,32.5%,60.0%
r20,67.5%,75.0%
r15,0.0%,93.3%
Total,38.9%,45.2%
