List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,0.0%,25.0%
r34,17.1%,5.7%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,20.0%
r13,57.1%,57.1%
r6,5.7%,20.0%
r29,34.6%,44.2%
r3,6.7%,6.7%
r24,5.0%,15.0%
r32,96.7%,0.0%
r16,36.7%,36.7%
r28,75.6%,75.6%
r25,83.3%,83.3%
r23,5.6%,16.7%
r18,23.3%,10.0%
r11,22.2%,24.4%
r27,96.0%,0.0%
r5,27.5%,42.5%
r17,6.7%,6.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,16.7%,23.3%
r22,11.9%,9.5%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,31.1%,46.7%
r2,30.0%,32.5%
r20,20.0%,75.0%
r15,66.7%,66.7%
Total,38.2%,38.3%
