List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,100.0%,0.0%
r34,28.6%,22.9%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,6.7%
r13,45.7%,40.0%
r6,51.4%,42.9%
r29,46.2%,11.5%
r3,6.7%,13.3%
r24,5.0%,22.5%
r32,96.7%,0.0%
r16,40.0%,26.7%
r28,75.6%,42.2%
r25,83.3%,0.0%
r23,5.6%,5.6%
r18,3.3%,10.0%
r11,22.2%,24.4%
r27,4.0%,96.0%
r5,20.0%,42.5%
r17,20.0%,3.3%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,70.0%,70.0%
r30,16.7%,10.0%
r22,4.8%,21.4%
r26,0.0%,60.0%
r9,0.0%,100.0%
r14,28.9%,44.4%
r2,45.0%,30.0%
r20,47.5%,47.5%
r15,73.3%,10.0%
Total,39.2%,30.8%
