List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,25.0%,75.0%
r34,0.0%,14.3%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,23.3%,23.3%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,15.0%,17.5%
r32,0.0%,0.0%
r16,33.3%,3.3%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,22.2%,5.6%
r18,20.0%,20.0%
r11,0.0%,73.3%
r27,4.0%,96.0%
r5,55.0%,55.0%
r17,13.3%,10.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,20.0%,3.3%
r22,4.8%,11.9%
r26,0.0%,60.0%
r9,0.0%,100.0%
r14,11.1%,51.1%
r2,10.0%,60.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,36.4%,48.4%
