List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,73.3%,73.3%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,71.4%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,40.0%,37.1%
r29,90.4%,0.0%
r3,13.3%,6.7%
r24,7.5%,32.5%
r32,96.7%,100.0%
r16,6.7%,6.7%
r28,57.8%,42.2%
r25,80.0%,80.0%
r23,5.6%,22.2%
r18,36.7%,20.0%
r11,48.9%,22.2%
r27,0.0%,0.0%
r5,25.0%,25.0%
r17,16.7%,3.3%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,96.7%,96.7%
r30,13.3%,36.7%
r22,4.8%,2.4%
r26,40.0%,0.0%
r9,0.0%,95.5%
r14,46.7%,4.4%
r2,60.0%,35.0%
r20,20.0%,72.5%
r15,73.3%,0.0%
Total,39.4%,35.6%
