List,gaussian_mixture,kmeans
r31,50.0%,66.7%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,25.0%
r34,0.0%,57.1%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,36.7%,43.3%
r13,5.7%,2.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,2.5%,30.0%
r32,100.0%,0.0%
r16,76.7%,0.0%
r28,24.4%,0.0%
r25,10.0%,26.7%
r23,0.0%,0.0%
r18,13.3%,20.0%
r11,31.1%,17.8%
r27,96.0%,96.0%
r5,27.5%,25.0%
r17,6.7%,6.7%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,56.7%,16.7%
r30,13.3%,33.3%
r22,4.8%,2.4%
r26,13.3%,6.7%
r9,0.0%,0.0%
r14,42.2%,44.4%
r2,30.0%,47.5%
r20,40.0%,20.0%
r15,26.7%,0.0%
Total,26.1%,27.2%
