List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,20.0%
r21,75.0%,75.0%
r34,42.9%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,0.0%,94.3%
r6,94.3%,97.1%
r29,0.0%,0.0%
r3,13.3%,6.7%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,6.7%,46.7%
r28,57.8%,0.0%
r25,83.3%,83.3%
r23,11.1%,27.8%
r18,3.3%,16.7%
r11,22.2%,22.2%
r27,100.0%,4.0%
r5,55.0%,5.0%
r17,46.7%,43.3%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,70.0%,0.0%
r30,20.0%,20.0%
r22,11.9%,2.4%
r26,100.0%,60.0%
r9,0.0%,0.0%
r14,62.2%,71.1%
r2,60.0%,5.0%
r20,75.0%,20.0%
r15,90.0%,0.0%
Total,46.0%,36.4%
