List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,62.9%,57.1%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,0.0%,40.0%
r13,40.0%,11.4%
r6,97.1%,0.0%
r29,13.5%,86.5%
r3,6.7%,80.0%
r24,22.5%,2.5%
r32,100.0%,0.0%
r16,0.0%,53.3%
r28,24.4%,0.0%
r25,3.3%,30.0%
r23,0.0%,22.2%
r18,20.0%,10.0%
r11,37.8%,20.0%
r27,0.0%,96.0%
r5,40.0%,25.0%
r17,3.3%,0.0%
r19,100.0%,100.0%
r8,93.3%,0.0%
r1,0.0%,70.0%
r30,0.0%,13.3%
r22,0.0%,2.4%
r26,46.7%,26.7%
r9,0.0%,4.5%
r14,48.9%,26.7%
r2,47.5%,0.0%
r20,42.5%,42.5%
r15,26.7%,26.7%
Total,32.7%,32.4%
