List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,26.7%,73.3%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,11.4%,20.0%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,40.0%,94.3%
r6,51.4%,37.1%
r29,0.0%,0.0%
r3,0.0%,6.7%
r24,2.5%,15.0%
r32,100.0%,100.0%
r16,43.3%,43.3%
r28,42.2%,57.8%
r25,80.0%,80.0%
r23,11.1%,16.7%
r18,10.0%,6.7%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,35.0%,35.0%
r17,30.0%,0.0%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,96.7%,20.0%
r30,0.0%,20.0%
r22,0.0%,7.1%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,48.9%,11.1%
r2,12.5%,32.5%
r20,72.5%,20.0%
r15,0.0%,0.0%
Total,38.4%,32.8%
