List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,100.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,31.4%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,6.7%,0.0%
r13,34.3%,48.6%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,15.0%,5.0%
r32,100.0%,0.0%
r16,73.3%,0.0%
r28,0.0%,42.2%
r25,23.3%,10.0%
r23,0.0%,0.0%
r18,23.3%,13.3%
r11,2.2%,6.7%
r27,96.0%,96.0%
r5,25.0%,0.0%
r17,3.3%,53.3%
r19,100.0%,100.0%
r8,0.0%,96.7%
r1,70.0%,73.3%
r30,33.3%,10.0%
r22,2.4%,11.9%
r26,20.0%,13.3%
r9,0.0%,4.5%
r14,57.8%,0.0%
r2,15.0%,20.0%
r20,25.0%,57.5%
r15,26.7%,40.0%
Total,29.6%,31.2%
