List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,76.7%
r10,40.0%,0.0%
r21,75.0%,75.0%
r34,0.0%,0.0%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,26.7%,23.3%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,90.4%,9.6%
r3,6.7%,6.7%
r24,2.5%,2.5%
r32,0.0%,0.0%
r16,46.7%,3.3%
r28,100.0%,57.8%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,3.3%,20.0%
r11,2.2%,73.3%
r27,4.0%,96.0%
r5,55.0%,27.5%
r17,3.3%,40.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,23.3%,6.7%
r22,7.1%,7.1%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,40.0%,8.9%
r2,60.0%,60.0%
r20,75.0%,20.0%
r15,0.0%,0.0%
Total,42.2%,34.5%
