List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,100.0%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,5.7%,5.7%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,91.4%,97.1%
r29,0.0%,100.0%
r3,20.0%,13.3%
r24,2.5%,7.5%
r32,0.0%,0.0%
r16,46.7%,36.7%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,16.7%,20.0%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,25.0%,27.5%
r17,16.7%,16.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,0.0%,96.7%
r30,0.0%,0.0%
r22,4.8%,4.8%
r26,40.0%,0.0%
r9,100.0%,0.0%
r14,57.8%,60.0%
r2,60.0%,60.0%
r20,20.0%,75.0%
r15,0.0%,93.3%
Total,37.3%,47.7%
