List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,0.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,48.6%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,37.1%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,7.5%,25.0%
r32,100.0%,0.0%
r16,0.0%,73.3%
r28,40.0%,35.6%
r25,10.0%,50.0%
r23,0.0%,0.0%
r18,20.0%,33.3%
r11,13.3%,15.6%
r27,96.0%,96.0%
r5,12.5%,35.0%
r17,10.0%,0.0%
r19,100.0%,100.0%
r8,93.3%,86.7%
r1,16.7%,66.7%
r30,36.7%,3.3%
r22,19.0%,2.4%
r26,40.0%,26.7%
r9,0.0%,36.4%
r14,48.9%,22.2%
r2,32.5%,40.0%
r20,52.5%,42.5%
r15,0.0%,3.3%
Total,32.7%,38.9%
