List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,25.0%,25.0%
r34,8.6%,37.1%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,3.3%
r13,40.0%,40.0%
r6,37.1%,37.1%
r29,34.6%,40.4%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,40.0%,40.0%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,5.6%,22.2%
r18,20.0%,20.0%
r11,48.9%,2.2%
r27,96.0%,4.0%
r5,2.5%,35.0%
r17,20.0%,13.3%
r19,0.0%,100.0%
r8,80.0%,83.3%
r1,70.0%,3.3%
r30,3.3%,3.3%
r22,4.8%,26.2%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,22.2%,15.6%
r2,30.0%,30.0%
r20,20.0%,47.5%
r15,66.7%,0.0%
Total,37.6%,36.9%
