List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,25.0%,0.0%
r34,28.6%,22.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,40.0%,42.9%
r6,37.1%,31.4%
r29,34.6%,34.6%
r3,6.7%,6.7%
r24,7.5%,15.0%
r32,3.3%,96.7%
r16,40.0%,40.0%
r28,42.2%,33.3%
r25,83.3%,83.3%
r23,22.2%,5.6%
r18,3.3%,10.0%
r11,22.2%,48.9%
r27,0.0%,100.0%
r5,42.5%,42.5%
r17,3.3%,13.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,6.7%,3.3%
r22,23.8%,23.8%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,24.4%,20.0%
r2,25.0%,30.0%
r20,20.0%,47.5%
r15,66.7%,3.3%
Total,34.9%,41.2%
