List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,40.0%,0.0%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,6.7%
r13,42.9%,40.0%
r6,71.4%,0.0%
r29,36.5%,36.5%
r3,6.7%,0.0%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,30.0%,40.0%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,20.0%,6.7%
r11,20.0%,24.4%
r27,4.0%,4.0%
r5,40.0%,42.5%
r17,0.0%,3.3%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,70.0%,70.0%
r30,3.3%,23.3%
r22,7.1%,4.8%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,20.0%,6.7%
r2,30.0%,32.5%
r20,0.0%,20.0%
r15,10.0%,66.7%
Total,31.1%,32.5%
