List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,73.3%,26.7%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,45.7%,60.0%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,0.0%,0.0%
r13,94.3%,40.0%
r6,37.1%,51.4%
r29,13.5%,100.0%
r3,6.7%,13.3%
r24,2.5%,10.0%
r32,96.7%,0.0%
r16,6.7%,0.0%
r28,33.3%,42.2%
r25,80.0%,66.7%
r23,5.6%,22.2%
r18,10.0%,26.7%
r11,4.4%,73.3%
r27,96.0%,4.0%
r5,12.5%,30.0%
r17,3.3%,36.7%
r19,41.2%,0.0%
r8,3.3%,80.0%
r1,93.3%,20.0%
r30,6.7%,16.7%
r22,9.5%,7.1%
r26,0.0%,40.0%
r9,95.5%,95.5%
r14,15.6%,2.2%
r2,0.0%,0.0%
r20,70.0%,72.5%
r15,0.0%,30.0%
Total,33.8%,33.5%
