List,gaussian_mixture,kmeans
r31,83.3%,0.0%
r7,0.0%,76.7%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,14.3%,14.3%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,5.7%,94.3%
r6,97.1%,97.1%
r29,90.4%,100.0%
r3,20.0%,13.3%
r24,2.5%,12.5%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,57.8%,42.2%
r25,83.3%,0.0%
r23,11.1%,27.8%
r18,20.0%,20.0%
r11,73.3%,0.0%
r27,96.0%,4.0%
r5,25.0%,37.5%
r17,6.7%,6.7%
r19,0.0%,100.0%
r8,83.3%,80.0%
r1,0.0%,0.0%
r30,6.7%,16.7%
r22,7.1%,4.8%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,48.9%,46.7%
r2,60.0%,60.0%
r20,20.0%,75.0%
r15,0.0%,0.0%
Total,37.0%,42.1%
