List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,0.0%,75.0%
r34,80.0%,17.1%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,13.3%
r13,51.4%,5.7%
r6,2.9%,97.1%
r29,100.0%,100.0%
r3,13.3%,13.3%
r24,12.5%,7.5%
r32,100.0%,96.7%
r16,40.0%,33.3%
r28,100.0%,57.8%
r25,83.3%,83.3%
r23,11.1%,0.0%
r18,20.0%,16.7%
r11,73.3%,73.3%
r27,96.0%,0.0%
r5,55.0%,40.0%
r17,40.0%,13.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,16.7%,56.7%
r22,16.7%,19.0%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,51.1%,4.4%
r2,30.0%,60.0%
r20,95.0%,75.0%
r15,0.0%,0.0%
Total,52.3%,46.1%
