List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,40.0%
r21,75.0%,100.0%
r34,20.0%,57.1%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,20.0%
r13,94.3%,94.3%
r6,40.0%,40.0%
r29,100.0%,100.0%
r3,0.0%,0.0%
r24,27.5%,15.0%
r32,0.0%,100.0%
r16,46.7%,0.0%
r28,42.2%,57.8%
r25,80.0%,0.0%
r23,11.1%,22.2%
r18,3.3%,23.3%
r11,22.2%,73.3%
r27,96.0%,4.0%
r5,30.0%,50.0%
r17,3.3%,23.3%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,0.0%,96.7%
r30,3.3%,3.3%
r22,7.1%,16.7%
r26,100.0%,60.0%
r9,100.0%,100.0%
r14,37.8%,51.1%
r2,0.0%,60.0%
r20,72.5%,72.5%
r15,0.0%,0.0%
Total,41.1%,47.3%
