List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,100.0%,100.0%
r34,11.4%,17.1%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,6.7%,10.0%
r13,40.0%,45.7%
r6,42.9%,71.4%
r29,36.5%,36.5%
r3,6.7%,6.7%
r24,10.0%,7.5%
r32,3.3%,3.3%
r16,36.7%,33.3%
r28,42.2%,75.6%
r25,83.3%,3.3%
r23,5.6%,5.6%
r18,6.7%,6.7%
r11,24.4%,24.4%
r27,0.0%,96.0%
r5,2.5%,40.0%
r17,6.7%,3.3%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,70.0%,70.0%
r30,30.0%,3.3%
r22,4.8%,7.1%
r26,40.0%,40.0%
r9,0.0%,100.0%
r14,22.2%,26.7%
r2,30.0%,30.0%
r20,0.0%,47.5%
r15,6.7%,73.3%
Total,28.6%,32.4%
