List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,100.0%,0.0%
r34,34.3%,17.1%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,16.7%
r13,48.6%,48.6%
r6,60.0%,91.4%
r29,11.5%,32.7%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,26.7%,36.7%
r28,57.8%,33.3%
r25,3.3%,83.3%
r23,5.6%,5.6%
r18,13.3%,10.0%
r11,22.2%,31.1%
r27,4.0%,4.0%
r5,40.0%,20.0%
r17,3.3%,20.0%
r19,100.0%,0.0%
r8,80.0%,3.3%
r1,70.0%,70.0%
r30,26.7%,26.7%
r22,4.8%,21.4%
r26,0.0%,40.0%
r9,0.0%,100.0%
r14,35.6%,48.9%
r2,25.0%,30.0%
r20,20.0%,75.0%
r15,40.0%,13.3%
Total,34.8%,39.2%
