List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,100.0%,100.0%
r34,34.3%,42.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,13.3%,10.0%
r13,40.0%,42.9%
r6,71.4%,74.3%
r29,42.3%,9.6%
r3,13.3%,13.3%
r24,5.0%,12.5%
r32,96.7%,96.7%
r16,36.7%,36.7%
r28,33.3%,42.2%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,23.3%,10.0%
r11,24.4%,48.9%
r27,0.0%,100.0%
r5,42.5%,27.5%
r17,3.3%,10.0%
r19,0.0%,0.0%
r8,6.7%,3.3%
r1,70.0%,70.0%
r30,13.3%,0.0%
r22,16.7%,7.1%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,40.0%,33.3%
r2,0.0%,45.0%
r20,75.0%,75.0%
r15,76.7%,6.7%
Total,39.9%,40.9%
