List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,62.9%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,36.7%,3.3%
r13,34.3%,17.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,10.0%
r32,100.0%,100.0%
r16,0.0%,36.7%
r28,24.4%,33.3%
r25,30.0%,3.3%
r23,0.0%,0.0%
r18,20.0%,30.0%
r11,13.3%,13.3%
r27,96.0%,0.0%
r5,27.5%,5.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,93.3%,96.7%
r1,0.0%,73.3%
r30,10.0%,33.3%
r22,11.9%,2.4%
r26,6.7%,6.7%
r9,0.0%,36.4%
r14,62.2%,22.2%
r2,47.5%,50.0%
r20,20.0%,32.5%
r15,16.7%,0.0%
Total,31.1%,29.4%
