List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,23.3%,73.3%
r10,20.0%,0.0%
r21,0.0%,100.0%
r34,71.4%,65.7%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,3.3%
r13,42.9%,54.3%
r6,51.4%,51.4%
r29,9.6%,86.5%
r3,6.7%,6.7%
r24,2.5%,12.5%
r32,96.7%,96.7%
r16,43.3%,36.7%
r28,24.4%,75.6%
r25,80.0%,3.3%
r23,5.6%,5.6%
r18,26.7%,26.7%
r11,31.1%,31.1%
r27,4.0%,96.0%
r5,42.5%,25.0%
r17,26.7%,23.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,3.3%,23.3%
r22,4.8%,9.5%
r26,0.0%,60.0%
r9,0.0%,100.0%
r14,37.8%,46.7%
r2,52.5%,42.5%
r20,5.0%,20.0%
r15,86.7%,86.7%
Total,33.0%,47.5%
