List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,76.7%
r10,60.0%,40.0%
r21,75.0%,75.0%
r34,80.0%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,94.3%
r6,97.1%,91.4%
r29,9.6%,100.0%
r3,6.7%,13.3%
r24,7.5%,5.0%
r32,100.0%,0.0%
r16,46.7%,46.7%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,10.0%,23.3%
r11,22.2%,73.3%
r27,4.0%,100.0%
r5,15.0%,55.0%
r17,40.0%,10.0%
r19,100.0%,0.0%
r8,3.3%,80.0%
r1,0.0%,70.0%
r30,23.3%,23.3%
r22,2.4%,11.9%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,60.0%,46.7%
r2,32.5%,62.5%
r20,77.5%,62.5%
r15,0.0%,0.0%
Total,42.8%,51.5%
