List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,14.3%,22.9%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,20.0%,3.3%
r13,94.3%,94.3%
r6,51.4%,51.4%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,30.0%,27.5%
r32,100.0%,100.0%
r16,43.3%,50.0%
r28,42.2%,42.2%
r25,76.7%,76.7%
r23,5.6%,5.6%
r18,20.0%,13.3%
r11,24.4%,73.3%
r27,96.0%,96.0%
r5,35.0%,25.0%
r17,13.3%,20.0%
r19,0.0%,0.0%
r8,80.0%,43.3%
r1,96.7%,3.3%
r30,30.0%,36.7%
r22,11.9%,4.8%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,28.9%,35.6%
r2,0.0%,35.0%
r20,0.0%,72.5%
r15,73.3%,0.0%
Total,45.7%,45.7%
