List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,75.0%,0.0%
r34,37.1%,8.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,45.7%,45.7%
r6,0.0%,71.4%
r29,7.7%,42.3%
r3,13.3%,13.3%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,36.7%,40.0%
r28,42.2%,42.2%
r25,3.3%,83.3%
r23,5.6%,5.6%
r18,13.3%,3.3%
r11,22.2%,48.9%
r27,0.0%,96.0%
r5,42.5%,25.0%
r17,3.3%,6.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,10.0%,26.7%
r22,21.4%,2.4%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,42.2%,17.8%
r2,30.0%,42.5%
r20,0.0%,27.5%
r15,0.0%,73.3%
Total,29.7%,42.5%
