List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,0.0%,73.3%
r10,0.0%,20.0%
r21,0.0%,25.0%
r34,28.6%,31.4%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,0.0%
r13,45.7%,2.9%
r6,91.4%,45.7%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,30.0%,35.0%
r32,100.0%,100.0%
r16,33.3%,0.0%
r28,42.2%,24.4%
r25,33.3%,13.3%
r23,0.0%,0.0%
r18,3.3%,30.0%
r11,17.8%,4.4%
r27,96.0%,96.0%
r5,17.5%,22.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,93.3%,90.0%
r1,0.0%,73.3%
r30,6.7%,10.0%
r22,0.0%,0.0%
r26,33.3%,26.7%
r9,0.0%,0.0%
r14,57.8%,51.1%
r2,20.0%,25.0%
r20,25.0%,22.5%
r15,26.7%,0.0%
Total,33.9%,32.5%
