List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,100.0%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,60.0%,0.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,31.4%,28.6%
r6,97.1%,0.0%
r29,86.5%,13.5%
r3,6.7%,80.0%
r24,22.5%,22.5%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,35.6%,37.8%
r25,0.0%,3.3%
r23,11.1%,0.0%
r18,20.0%,20.0%
r11,17.8%,4.4%
r27,96.0%,0.0%
r5,0.0%,0.0%
r17,6.7%,50.0%
r19,100.0%,100.0%
r8,0.0%,96.7%
r1,16.7%,10.0%
r30,43.3%,36.7%
r22,0.0%,4.8%
r26,0.0%,0.0%
r9,45.5%,0.0%
r14,51.1%,22.2%
r2,47.5%,45.0%
r20,15.0%,2.5%
r15,0.0%,26.7%
Total,35.1%,25.8%
