List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,23.3%
r10,0.0%,0.0%
r21,100.0%,75.0%
r34,40.0%,57.1%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,40.0%
r13,40.0%,40.0%
r6,94.3%,94.3%
r29,38.5%,36.5%
r3,20.0%,20.0%
r24,17.5%,15.0%
r32,96.7%,100.0%
r16,10.0%,40.0%
r28,24.4%,42.2%
r25,83.3%,0.0%
r23,11.1%,11.1%
r18,20.0%,20.0%
r11,22.2%,22.2%
r27,4.0%,96.0%
r5,42.5%,42.5%
r17,13.3%,16.7%
r19,100.0%,0.0%
r8,3.3%,0.0%
r1,70.0%,70.0%
r30,6.7%,3.3%
r22,7.1%,9.5%
r26,40.0%,60.0%
r9,0.0%,100.0%
r14,24.4%,4.4%
r2,42.5%,42.5%
r20,47.5%,75.0%
r15,50.0%,20.0%
Total,38.2%,39.2%
