List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,25.0%
r34,60.0%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,0.0%
r13,25.7%,34.3%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,6.7%,73.3%
r24,2.5%,20.0%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,75.6%
r25,10.0%,40.0%
r23,0.0%,0.0%
r18,6.7%,20.0%
r11,13.3%,6.7%
r27,0.0%,96.0%
r5,25.0%,0.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,96.7%,0.0%
r1,70.0%,6.7%
r30,13.3%,13.3%
r22,0.0%,0.0%
r26,26.7%,13.3%
r9,27.3%,0.0%
r14,64.4%,0.0%
r2,37.5%,2.5%
r20,17.5%,50.0%
r15,0.0%,26.7%
Total,32.8%,29.3%
