List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,75.0%,100.0%
r34,65.7%,62.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,13.3%
r13,40.0%,48.6%
r6,0.0%,71.4%
r29,50.0%,40.4%
r3,13.3%,13.3%
r24,7.5%,15.0%
r32,100.0%,96.7%
r16,53.3%,3.3%
r28,100.0%,42.2%
r25,6.7%,83.3%
r23,16.7%,0.0%
r18,20.0%,13.3%
r11,22.2%,2.2%
r27,96.0%,96.0%
r5,40.0%,40.0%
r17,30.0%,23.3%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,26.7%,26.7%
r22,9.5%,9.5%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,44.4%,42.2%
r2,30.0%,55.0%
r20,75.0%,75.0%
r15,66.7%,66.7%
Total,44.5%,46.0%
