List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,20.0%,0.0%
r21,0.0%,75.0%
r34,8.6%,2.9%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,0.0%,97.1%
r29,100.0%,9.6%
r3,6.7%,13.3%
r24,17.5%,5.0%
r32,0.0%,0.0%
r16,40.0%,6.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,13.3%,13.3%
r11,73.3%,2.2%
r27,96.0%,4.0%
r5,2.5%,55.0%
r17,40.0%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,16.7%,20.0%
r22,11.9%,2.4%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,46.7%,57.8%
r2,65.0%,32.5%
r20,0.0%,27.5%
r15,0.0%,0.0%
Total,38.2%,36.7%
