List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,0.0%,75.0%
r34,51.4%,31.4%
r4,30.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,37.1%
r6,77.1%,97.1%
r29,13.5%,13.5%
r3,13.3%,46.7%
r24,10.0%,7.5%
r32,0.0%,100.0%
r16,3.3%,43.3%
r28,24.4%,24.4%
r25,80.0%,3.3%
r23,16.7%,0.0%
r18,3.3%,23.3%
r11,35.6%,31.1%
r27,0.0%,100.0%
r5,15.0%,30.0%
r17,43.3%,40.0%
r19,0.0%,0.0%
r8,90.0%,0.0%
r1,0.0%,60.0%
r30,46.7%,26.7%
r22,16.7%,0.0%
r26,60.0%,46.7%
r9,0.0%,0.0%
r14,44.4%,0.0%
r2,0.0%,7.5%
r20,0.0%,42.5%
r15,26.7%,26.7%
Total,30.6%,33.7%
