List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,20.0%
r21,100.0%,75.0%
r34,5.7%,0.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,26.7%,10.0%
r13,54.3%,31.4%
r6,97.1%,97.1%
r29,9.6%,13.5%
r3,33.3%,20.0%
r24,12.5%,7.5%
r32,100.0%,100.0%
r16,46.7%,0.0%
r28,57.8%,100.0%
r25,83.3%,0.0%
r23,0.0%,33.3%
r18,20.0%,3.3%
r11,73.3%,73.3%
r27,96.0%,96.0%
r5,30.0%,30.0%
r17,36.7%,33.3%
r19,0.0%,0.0%
r8,0.0%,3.3%
r1,73.3%,76.7%
r30,16.7%,16.7%
r22,4.8%,16.7%
r26,73.3%,80.0%
r9,100.0%,0.0%
r14,66.7%,8.9%
r2,60.0%,60.0%
r20,20.0%,40.0%
r15,30.0%,0.0%
Total,46.8%,38.7%
