List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,68.6%,62.9%
r4,20.0%,20.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,40.0%,37.1%
r6,97.1%,97.1%
r29,73.1%,13.5%
r3,66.7%,60.0%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,50.0%,3.3%
r28,24.4%,24.4%
r25,76.7%,3.3%
r23,11.1%,16.7%
r18,6.7%,3.3%
r11,13.3%,20.0%
r27,96.0%,100.0%
r5,27.5%,50.0%
r17,0.0%,26.7%
r19,100.0%,0.0%
r8,0.0%,0.0%
r1,13.3%,70.0%
r30,40.0%,3.3%
r22,7.1%,2.4%
r26,13.3%,6.7%
r9,50.0%,0.0%
r14,71.1%,35.6%
r2,20.0%,25.0%
r20,50.0%,50.0%
r15,26.7%,30.0%
Total,38.0%,29.1%
