List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,0.0%,0.0%
r10,40.0%,0.0%
r21,75.0%,0.0%
r34,48.6%,5.7%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,45.7%,48.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,0.0%
r24,5.0%,15.0%
r32,100.0%,100.0%
r16,0.0%,46.7%
r28,24.4%,24.4%
r25,60.0%,70.0%
r23,72.2%,0.0%
r18,20.0%,20.0%
r11,15.6%,15.6%
r27,0.0%,4.0%
r5,25.0%,25.0%
r17,3.3%,40.0%
r19,100.0%,100.0%
r8,0.0%,90.0%
r1,76.7%,3.3%
r30,10.0%,6.7%
r22,0.0%,7.1%
r26,0.0%,0.0%
r9,63.6%,63.6%
r14,64.4%,64.4%
r2,45.0%,47.5%
r20,5.0%,0.0%
r15,30.0%,30.0%
Total,34.5%,31.5%
