List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,60.0%,2.9%
r4,20.0%,60.0%
r33,100.0%,100.0%
r12,33.3%,40.0%
r13,5.7%,14.3%
r6,0.0%,97.1%
r29,0.0%,86.5%
r3,73.3%,73.3%
r24,5.0%,22.5%
r32,100.0%,100.0%
r16,36.7%,0.0%
r28,57.8%,42.2%
r25,26.7%,3.3%
r23,0.0%,0.0%
r18,10.0%,23.3%
r11,11.1%,15.6%
r27,96.0%,96.0%
r5,27.5%,27.5%
r17,60.0%,10.0%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,0.0%
r30,36.7%,10.0%
r22,2.4%,0.0%
r26,20.0%,20.0%
r9,9.1%,0.0%
r14,66.7%,26.7%
r2,22.5%,0.0%
r20,52.5%,40.0%
r15,10.0%,26.7%
Total,33.1%,32.1%
