List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,100.0%,100.0%
r10,60.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,31.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,16.7%,40.0%
r13,45.7%,40.0%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,6.7%,73.3%
r24,32.5%,30.0%
r32,100.0%,100.0%
r16,0.0%,10.0%
r28,0.0%,75.6%
r25,3.3%,3.3%
r23,0.0%,0.0%
r18,10.0%,23.3%
r11,22.2%,4.4%
r27,96.0%,96.0%
r5,0.0%,15.0%
r17,3.3%,0.0%
r19,0.0%,0.0%
r8,96.7%,93.3%
r1,3.3%,16.7%
r30,0.0%,6.7%
r22,0.0%,2.4%
r26,26.7%,0.0%
r9,45.5%,0.0%
r14,44.4%,35.6%
r2,45.0%,45.0%
r20,42.5%,40.0%
r15,26.7%,0.0%
Total,30.0%,36.3%
