List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,75.0%,75.0%
r34,11.4%,37.1%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,71.4%,20.0%
r29,11.5%,11.5%
r3,6.7%,6.7%
r24,15.0%,7.5%
r32,96.7%,3.3%
r16,26.7%,36.7%
r28,42.2%,42.2%
r25,83.3%,6.7%
r23,11.1%,5.6%
r18,23.3%,3.3%
r11,22.2%,22.2%
r27,4.0%,96.0%
r5,42.5%,27.5%
r17,6.7%,3.3%
r19,0.0%,0.0%
r8,86.7%,0.0%
r1,70.0%,70.0%
r30,20.0%,30.0%
r22,9.5%,2.4%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,42.2%,40.0%
r2,45.0%,30.0%
r20,47.5%,47.5%
r15,13.3%,60.0%
Total,35.8%,33.2%
