List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,75.0%
r34,57.1%,31.4%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,0.0%,40.0%
r13,42.9%,37.1%
r6,97.1%,97.1%
r29,13.5%,0.0%
r3,73.3%,80.0%
r24,32.5%,5.0%
r32,100.0%,0.0%
r16,10.0%,0.0%
r28,33.3%,75.6%
r25,10.0%,23.3%
r23,0.0%,11.1%
r18,26.7%,23.3%
r11,15.6%,11.1%
r27,0.0%,96.0%
r5,0.0%,5.0%
r17,46.7%,3.3%
r19,100.0%,0.0%
r8,93.3%,0.0%
r1,66.7%,30.0%
r30,13.3%,6.7%
r22,0.0%,16.7%
r26,20.0%,6.7%
r9,40.9%,22.7%
r14,60.0%,20.0%
r2,20.0%,25.0%
r20,55.0%,20.0%
r15,26.7%,0.0%
Total,36.3%,22.5%
