List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,100.0%,100.0%
r34,40.0%,17.1%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,0.0%,13.3%
r13,45.7%,40.0%
r6,71.4%,5.7%
r29,32.7%,11.5%
r3,6.7%,6.7%
r24,15.0%,7.5%
r32,96.7%,96.7%
r16,36.7%,30.0%
r28,33.3%,75.6%
r25,0.0%,0.0%
r23,5.6%,11.1%
r18,3.3%,20.0%
r11,22.2%,42.2%
r27,0.0%,96.0%
r5,25.0%,27.5%
r17,10.0%,6.7%
r19,0.0%,0.0%
r8,83.3%,0.0%
r1,70.0%,0.0%
r30,6.7%,3.3%
r22,7.1%,9.5%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,26.7%,17.8%
r2,25.0%,30.0%
r20,47.5%,47.5%
r15,13.3%,46.7%
Total,31.1%,32.6%
