List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,26.7%,73.3%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,42.9%,68.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,54.3%,40.0%
r6,40.0%,40.0%
r29,86.5%,86.5%
r3,13.3%,0.0%
r24,15.0%,15.0%
r32,96.7%,3.3%
r16,46.7%,46.7%
r28,42.2%,42.2%
r25,80.0%,6.7%
r23,5.6%,22.2%
r18,10.0%,10.0%
r11,48.9%,22.2%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,30.0%,26.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,6.7%,70.0%
r30,6.7%,3.3%
r22,2.4%,4.8%
r26,0.0%,40.0%
r9,0.0%,95.5%
r14,26.7%,35.6%
r2,95.0%,0.0%
r20,5.0%,20.0%
r15,73.3%,90.0%
Total,42.1%,39.7%
