List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,100.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,25.7%,28.6%
r4,20.0%,0.0%
r33,0.0%,0.0%
r12,3.3%,40.0%
r13,11.4%,22.9%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,33.3%,80.0%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,80.0%,80.0%
r28,75.6%,75.6%
r25,13.3%,33.3%
r23,0.0%,0.0%
r18,16.7%,13.3%
r11,15.6%,15.6%
r27,96.0%,96.0%
r5,27.5%,27.5%
r17,3.3%,3.3%
r19,100.0%,0.0%
r8,90.0%,0.0%
r1,0.0%,70.0%
r30,6.7%,10.0%
r22,0.0%,2.4%
r26,40.0%,0.0%
r9,59.1%,0.0%
r14,46.7%,44.4%
r2,2.5%,0.0%
r20,65.0%,55.0%
r15,0.0%,0.0%
Total,31.5%,33.9%
