List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,31.4%
r4,0.0%,10.0%
r33,85.7%,100.0%
r12,3.3%,3.3%
r13,17.1%,42.9%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,86.7%,0.0%
r24,2.5%,5.0%
r32,100.0%,0.0%
r16,80.0%,76.7%
r28,24.4%,24.4%
r25,10.0%,10.0%
r23,5.6%,0.0%
r18,20.0%,16.7%
r11,20.0%,26.7%
r27,96.0%,96.0%
r5,25.0%,7.5%
r17,0.0%,6.7%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,63.3%,3.3%
r30,10.0%,26.7%
r22,7.1%,2.4%
r26,13.3%,0.0%
r9,13.6%,4.5%
r14,53.3%,0.0%
r2,5.0%,45.0%
r20,27.5%,27.5%
r15,13.3%,0.0%
Total,30.3%,26.8%
