List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,0.0%,80.0%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,0.0%
r3,13.3%,20.0%
r24,12.5%,12.5%
r32,100.0%,0.0%
r16,16.7%,33.3%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,27.8%,38.9%
r18,6.7%,20.0%
r11,73.3%,73.3%
r27,0.0%,0.0%
r5,42.5%,25.0%
r17,30.0%,20.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,20.0%,20.0%
r22,2.4%,11.9%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,13.3%,66.7%
r2,10.0%,62.5%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,40.2%,45.6%
