List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,0.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,22.9%,5.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,20.0%
r13,48.6%,48.6%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,15.0%,5.0%
r32,100.0%,100.0%
r16,3.3%,33.3%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,22.2%,0.0%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,4.0%,0.0%
r5,40.0%,15.0%
r17,33.3%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,80.0%,96.7%
r30,46.7%,23.3%
r22,19.0%,21.4%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,53.3%,20.0%
r2,32.5%,65.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,51.3%,45.8%
