List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,76.7%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,51.4%,65.7%
r4,40.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,22.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,53.3%,73.3%
r28,24.4%,75.6%
r25,43.3%,70.0%
r23,0.0%,0.0%
r18,3.3%,20.0%
r11,20.0%,28.9%
r27,100.0%,96.0%
r5,25.0%,27.5%
r17,53.3%,13.3%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,3.3%,6.7%
r30,6.7%,13.3%
r22,0.0%,2.4%
r26,0.0%,13.3%
r9,27.3%,0.0%
r14,55.6%,0.0%
r2,5.0%,45.0%
r20,40.0%,40.0%
r15,30.0%,26.7%
Total,29.7%,38.0%
