List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,0.0%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,11.4%,5.7%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,20.0%,40.0%
r13,40.0%,40.0%
r6,34.3%,88.6%
r29,32.7%,46.2%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,26.7%,40.0%
r28,75.6%,42.2%
r25,6.7%,3.3%
r23,11.1%,0.0%
r18,23.3%,23.3%
r11,24.4%,24.4%
r27,96.0%,96.0%
r5,12.5%,17.5%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,3.3%,86.7%
r1,70.0%,70.0%
r30,0.0%,30.0%
r22,2.4%,11.9%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,44.4%,20.0%
r2,30.0%,25.0%
r20,47.5%,47.5%
r15,0.0%,76.7%
Total,35.1%,35.4%
