List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,100.0%,75.0%
r34,5.7%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,42.9%,94.3%
r6,97.1%,97.1%
r29,0.0%,100.0%
r3,13.3%,6.7%
r24,5.0%,7.5%
r32,100.0%,0.0%
r16,33.3%,33.3%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,22.2%,11.1%
r18,16.7%,33.3%
r11,73.3%,73.3%
r27,100.0%,0.0%
r5,55.0%,55.0%
r17,6.7%,10.0%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,13.3%,0.0%
r30,23.3%,0.0%
r22,9.5%,16.7%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,66.7%,0.0%
r2,32.5%,50.0%
r20,20.0%,20.0%
r15,0.0%,0.0%
Total,41.0%,45.6%
